MeasureItem,Month,Year,Category,Country,MeasureItemID,CreationDate,Representativity,ProvidedValue,ProvidedValueCode
Monthly Domestic Values,2,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,1643.6464,
Monthly Domestic Values,2,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,254.698,
Monthly Domestic Values,2,2023,Other,AT,B20,01/03/2024 11:51,100,14.784,
Monthly Domestic Values,2,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,2,2023,Solar,AT,B16,01/03/2024 11:51,100,54.481,
Monthly Domestic Values,2,2023,Waste,AT,B17,01/03/2024 11:51,100,67.2,
Monthly Domestic Values,2,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,835.986,
Monthly Domestic Values,3,2023,Biomass,AT,B01,01/03/2024 11:51,100,192.702,
Monthly Domestic Values,3,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,193.1119,
Monthly Domestic Values,3,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,798.7905,
Monthly Domestic Values,3,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,3,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,3,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.05208,
Monthly Domestic Values,3,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,486.7595,
Monthly Domestic Values,3,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,1991.6824,
Monthly Domestic Values,3,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,269.3774,
Monthly Domestic Values,3,2023,Other,AT,B20,01/03/2024 11:51,100,16.368,
Monthly Domestic Values,3,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,3,2023,Solar,AT,B16,01/03/2024 11:51,100,99.208,
Monthly Domestic Values,3,2023,Waste,AT,B17,01/03/2024 11:51,100,74.4,
Monthly Domestic Values,3,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,861.012,
Monthly Domestic Values,4,2023,Biomass,AT,B01,01/03/2024 11:51,100,106.87,
Monthly Domestic Values,4,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,201.012,
Monthly Domestic Values,4,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,628.7541,
Monthly Domestic Values,4,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,4,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,4,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.0504,
Monthly Domestic Values,4,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,385.1649,
Monthly Domestic Values,4,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,2640.5538,
Monthly Domestic Values,4,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,226.9355,
Monthly Domestic Values,4,2023,Other,AT,B20,01/03/2024 11:51,100,15.84,
Monthly Domestic Values,4,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,4,2023,Solar,AT,B16,01/03/2024 11:51,100,229.298,
Monthly Domestic Values,4,2023,Waste,AT,B17,01/03/2024 11:51,100,72,
Monthly Domestic Values,4,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,736.527,
Monthly Domestic Values,5,2023,Biomass,AT,B01,01/03/2024 11:51,100,71.265,
Monthly Domestic Values,5,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,245.2637,
Monthly Domestic Values,5,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,250.0302,
Monthly Domestic Values,5,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,5,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,5,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.05208,
Monthly Domestic Values,5,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,419.4049,
Monthly Domestic Values,5,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,3962.3442,
Monthly Domestic Values,5,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,483.1156,
Monthly Domestic Values,5,2023,Other,AT,B20,01/03/2024 11:51,100,16.368,
Monthly Domestic Values,5,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,5,2023,Solar,AT,B16,01/03/2024 11:51,100,291.768,
Monthly Domestic Values,5,2023,Waste,AT,B17,01/03/2024 11:51,100,74.4,
Monthly Domestic Values,5,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,617.31,
Monthly Domestic Values,6,2023,Biomass,AT,B01,01/03/2024 11:51,100,68.512,
Monthly Domestic Values,6,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,171.4167,
Monthly Domestic Values,6,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,29.8,
Monthly Domestic Values,6,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,6,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,6,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.0504,
Monthly Domestic Values,6,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,407.6453,
Monthly Domestic Values,6,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,3044.0974,
Monthly Domestic Values,6,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,486.2412,
Monthly Domestic Values,6,2023,Other,AT,B20,01/03/2024 11:51,100,15.84,
Monthly Domestic Values,6,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,6,2023,Solar,AT,B16,01/03/2024 11:51,100,327.3,
Monthly Domestic Values,6,2023,Waste,AT,B17,01/03/2024 11:51,100,72,
Monthly Domestic Values,6,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,344.829,
Monthly Domestic Values,7,2023,Biomass,AT,B01,01/03/2024 11:51,100,67.184,
Monthly Domestic Values,7,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,236.9389,
Monthly Domestic Values,7,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,123.6146,
Monthly Domestic Values,7,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,7,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,7,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.05208,
Monthly Domestic Values,7,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,340.501,
Monthly Domestic Values,7,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,2722.1319,
Monthly Domestic Values,7,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,460.3398,
Monthly Domestic Values,7,2023,Other,AT,B20,01/03/2024 11:51,100,16.368,
Monthly Domestic Values,7,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,7,2023,Solar,AT,B16,01/03/2024 11:51,100,350.317,
Monthly Domestic Values,7,2023,Waste,AT,B17,01/03/2024 11:51,100,74.4,
Monthly Domestic Values,7,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,487.985,
Monthly Domestic Values,8,2023,Biomass,AT,B01,01/03/2024 11:51,100,70.607,
Monthly Domestic Values,8,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,192.0326,
Monthly Domestic Values,8,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,31.7169,
Monthly Domestic Values,8,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,8,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,8,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.05208,
Monthly Domestic Values,8,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,504.3531,
Monthly Domestic Values,8,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,3162.2433,
Monthly Domestic Values,8,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,528.8758,
Monthly Domestic Values,8,2023,Other,AT,B20,01/03/2024 11:51,100,16.368,
Monthly Domestic Values,8,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,8,2023,Solar,AT,B16,01/03/2024 11:51,100,316.949,
Monthly Domestic Values,8,2023,Waste,AT,B17,01/03/2024 11:51,100,74.4,
Monthly Domestic Values,8,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,516.011,
Monthly Domestic Values,9,2023,Biomass,AT,B01,01/03/2024 11:51,100,112.409,
Monthly Domestic Values,9,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,197.6487,
Monthly Domestic Values,9,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,286.1539,
Monthly Domestic Values,9,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,9,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,9,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.0504,
Monthly Domestic Values,9,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,430.8874,
Monthly Domestic Values,9,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,2346.981,
Monthly Domestic Values,9,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,407.8313,
Monthly Domestic Values,9,2023,Other,AT,B20,01/03/2024 11:51,100,15.84,
Monthly Domestic Values,9,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,9,2023,Solar,AT,B16,01/03/2024 11:51,100,291.443,
Monthly Domestic Values,9,2023,Waste,AT,B17,01/03/2024 11:51,100,72,
Monthly Domestic Values,9,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,504.088,
Monthly Domestic Values,10,2023,Biomass,AT,B01,01/03/2024 11:51,100,126.988,
Monthly Domestic Values,10,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,238.9746,
Monthly Domestic Values,10,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,457.3233,
Monthly Domestic Values,10,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,10,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,10,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.05208,
Monthly Domestic Values,10,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,385.7993,
Monthly Domestic Values,10,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,1682.0026,
Monthly Domestic Values,10,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,291.9331,
Monthly Domestic Values,10,2023,Other,AT,B20,01/03/2024 11:51,100,16.368,
Monthly Domestic Values,10,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,10,2023,Solar,AT,B16,01/03/2024 11:51,100,185.74,
Monthly Domestic Values,10,2023,Waste,AT,B17,01/03/2024 11:51,100,74.4,
Monthly Domestic Values,10,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,730.642,
Monthly Domestic Values,11,2023,Biomass,AT,B01,01/03/2024 11:51,100,116.363,
Monthly Domestic Values,11,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,192.7085,
Monthly Domestic Values,11,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,763.4484,
Monthly Domestic Values,11,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,11,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,11,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.0504,
Monthly Domestic Values,11,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,395.8187,
Monthly Domestic Values,11,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,2743.2577,
Monthly Domestic Values,11,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,343.2393,
Monthly Domestic Values,11,2023,Other,AT,B20,01/03/2024 11:51,100,15.84,
Monthly Domestic Values,11,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,11,2023,Solar,AT,B16,01/03/2024 11:51,100,99.507,
Monthly Domestic Values,11,2023,Waste,AT,B17,01/03/2024 11:51,100,72,
Monthly Domestic Values,11,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,925.455,
Monthly Domestic Values,12,2023,Biomass,AT,B01,01/03/2024 11:51,100,113.587,
Monthly Domestic Values,12,2023,Consumption of Hydro Pumped Storage,AT,(B10),01/03/2024 12:01,100,347.1056,
Monthly Domestic Values,12,2023,Fossil Gas,AT,B04,01/03/2024 11:51,100,957.0706,
Monthly Domestic Values,12,2023,Fossil Hard coal,AT,B05,01/03/2024 11:51,100,0,
Monthly Domestic Values,12,2023,Fossil Oil,AT,B06,01/03/2024 11:51,100,0,
Monthly Domestic Values,12,2023,Geothermal,AT,B09,01/03/2024 11:51,100,0.05208,
Monthly Domestic Values,12,2023,Hydro Pumped Storage,AT,B10,01/03/2024 11:51,100,434.2043,
Monthly Domestic Values,12,2023,Hydro Run-of-river and poundage,AT,B11,01/03/2024 11:51,100,2906.1716,
Monthly Domestic Values,12,2023,Hydro Water Reservoir,AT,B12,01/03/2024 11:51,100,285.7926,
Monthly Domestic Values,12,2023,Other,AT,B20,01/03/2024 11:51,100,16.368,
Monthly Domestic Values,12,2023,Other renewable,AT,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,12,2023,Solar,AT,B16,01/03/2024 11:51,100,78.18,
Monthly Domestic Values,12,2023,Waste,AT,B17,01/03/2024 11:51,100,74.4,
Monthly Domestic Values,12,2023,Wind Onshore,AT,B19,01/03/2024 11:51,100,821.427,
Monthly Domestic Values,1,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,755.3022,
Monthly Domestic Values,1,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,63.28989,
Monthly Domestic Values,1,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,81.12069,
Monthly Domestic Values,1,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,438.73077,
Monthly Domestic Values,1,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,1,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,23.74621,
Monthly Domestic Values,2,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,581.89243,
Monthly Domestic Values,2,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,44.89046,
Monthly Domestic Values,2,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,62.50745,
Monthly Domestic Values,2,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,433.36982,
Monthly Domestic Values,2,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,2,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,16.00866,
Monthly Domestic Values,3,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,638.2814,
Monthly Domestic Values,3,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,51.71572,
Monthly Domestic Values,3,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,83.88756,
Monthly Domestic Values,3,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,534.72917,
Monthly Domestic Values,3,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,3,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,14.91223,
Monthly Domestic Values,4,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,691.98587,
Monthly Domestic Values,4,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,10.55881,
Monthly Domestic Values,4,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,68.83121,
Monthly Domestic Values,4,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,347.26854,
Monthly Domestic Values,4,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,4,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,16.94672,
Monthly Domestic Values,5,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,564.0555,
Monthly Domestic Values,5,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,46.28157,
Monthly Domestic Values,5,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,90.02237,
Monthly Domestic Values,5,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,511.75769,
Monthly Domestic Values,5,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,5,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,13.24027,
Monthly Domestic Values,6,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,603.11756,
Monthly Domestic Values,6,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,5.30499,
Monthly Domestic Values,6,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,65.93386,
Monthly Domestic Values,6,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,426.94319,
Monthly Domestic Values,6,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,6,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,9.26006,
Monthly Domestic Values,7,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,708.90334,
Monthly Domestic Values,7,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,43.08977,
Monthly Domestic Values,7,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,37.29692,
Monthly Domestic Values,7,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,307.85211,
Monthly Domestic Values,7,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,7,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,7.36532,
Monthly Domestic Values,8,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,1084.1646,
Monthly Domestic Values,8,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,2.32846,
Monthly Domestic Values,8,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,24.92566,
Monthly Domestic Values,8,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,254.27894,
Monthly Domestic Values,8,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,8,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,9.54488,
Monthly Domestic Values,9,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,342.67472,
Monthly Domestic Values,9,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,5.46546,
Monthly Domestic Values,9,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,10.05127,
Monthly Domestic Values,9,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,74.47232,
Monthly Domestic Values,9,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,9,2023,Solar,BA,B16,01/03/2024 11:51,100,0.59304,
Monthly Domestic Values,9,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,6.15522,
Monthly Domestic Values,10,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,764.01714,
Monthly Domestic Values,10,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,14.10157,
Monthly Domestic Values,10,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,25.72537,
Monthly Domestic Values,10,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,207.24099,
Monthly Domestic Values,10,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,10,2023,Solar,BA,B16,01/03/2024 11:51,100,4.75735,
Monthly Domestic Values,10,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,8.53926,
Monthly Domestic Values,11,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,674.19348,
Monthly Domestic Values,11,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,20.34998,
Monthly Domestic Values,11,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,72.79998,
Monthly Domestic Values,11,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,436.9734,
Monthly Domestic Values,11,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,11,2023,Solar,BA,B16,01/03/2024 11:51,100,2.47698,
Monthly Domestic Values,11,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,11.20192,
Monthly Domestic Values,12,2023,Fossil Brown coal/Lignite,BA,B02,01/03/2024 11:51,100,666.75271,
Monthly Domestic Values,12,2023,Hydro Pumped Storage,BA,B10,01/03/2024 11:51,100,6.53661,
Monthly Domestic Values,12,2023,Hydro Run-of-river and poundage,BA,B11,01/03/2024 11:51,100,79.50243,
Monthly Domestic Values,12,2023,Hydro Water Reservoir,BA,B12,01/03/2024 11:51,100,531.58454,
Monthly Domestic Values,12,2023,Other renewable,BA,B15,01/03/2024 11:51,100,0,
Monthly Domestic Values,12,2023,Solar,BA,B16,01/03/2024 11:51,100,2.47121,
Monthly Domestic Values,12,2023,Wind Onshore,BA,B19,01/03/2024 11:51,100,10.51247,
Monthly Domestic Values,1,2023,Biomass,BE,B01,01/03/2024 11:51,100,174.45944,
Monthly Domestic Values,1,2023,Consumption of Hydro Pumped Storage,BE,(B10),01/03/2024 12:01,100,125.14862,
Monthly Domestic Values,1,2023,Consumption of Wind Offshore,BE,(B18),01/03/2024 12:01,100,0.46468,
Monthly Domestic Values,1,2023,Fossil Gas,BE,B04,01/03/2024 11:51,100,1752.17948,
Monthly Domestic Values,1,2023,Fossil Oil,BE,B06,01/03/2024 11:51,100,0.10581,
Monthly Domestic Values,1,2023,Hydro Pumped Storage,BE,B10,01/03/2024 11:51,100,90.65548,
Monthly Domestic Values,1,2023,Hydro Run-of-river and poundage,BE,B11,01/03/2024 11:51,100,32.28011,
Monthly Domestic Values,1,2023,Nuclear,BE,B14,01/03/2024 11:51,100,3654.5525,
Monthly Domestic Values,1,2023,Other,BE,B20,01/03/2024 11:51,100,579.58951,
Monthly Domestic Values,1,2023,Solar,BE,B16,01/03/2024 11:51,100,125.11927,
Monthly Domestic Values,1,2023,Waste,BE,B17,01/03/2024 11:51,100,162.41946,
Monthly Domestic Values,1,2023,Wind Offshore,BE,B18,01/03/2024 11:51,100,943.7356,
Monthly Domestic Values,1,2023,Wind Onshore,BE,B19,01/03/2024 11:51,100,803.38976,
Monthly Domestic Values,2,2023,Biomass,BE,B01,01/03/2024 11:51,100,178.49525,
Monthly Domestic Values,2,2023,Consumption of Hydro Pumped Storage,BE,(B10),01/03/2024 12:01,100,108.23163,
Monthly Domestic Values,2,2023,Consumption of Wind Offshore,BE,(B18),01/03/2024 12:01,100,2.30486,
Monthly Domestic Values,2,2023,Fossil Gas,BE,B04,01/03/2024 11:51,100,1928.74908,
Monthly Domestic Values,2,2023,Fossil Oil,BE,B06,01/03/2024 11:51,100,0.0603,
Monthly Domestic Values,2,2023,Hydro Pumped Storage,BE,B10,01/03/2024 11:51,100,76.92278,
Monthly Domestic Values,2,2023,Hydro Run-of-river and poundage,BE,B11,01/03/2024 11:51,100,18.63573,
Monthly Domestic Values,2,2023,Nuclear,BE,B14,01/03/2024 11:51,100,2651.07919,
Monthly Domestic Values,2,2023,Other,BE,B20,01/03/2024 11:51,100,548.54723,
Monthly Domestic Values,2,2023,Solar,BE,B16,01/03/2024 11:51,100,320.37461,
Monthly Domestic Values,2,2023,Waste,BE,B17,01/03/2024 11:51,100,159.30487,
Monthly Domestic Values,2,2023,Wind Offshore,BE,B18,01/03/2024 11:51,100,546.76446,
Monthly Domestic Values,2,2023,Wind Onshore,BE,B19,01/03/2024 11:51,100,470.08608,
Monthly Domestic Values,3,2023,Biomass,BE,B01,01/03/2024 11:51,100,72.91692,
Monthly Domestic Values,3,2023,Consumption of Hydro Pumped Storage,BE,(B10),01/03/2024 12:01,100,132.46604,
Monthly Domestic Values,3,2023,Consumption of Wind Offshore,BE,(B18),01/03/2024 12:01,100,0.49029,
Monthly Domestic Values,3,2023,Fossil Gas,BE,B04,01/03/2024 11:51,100,1693.21144,
Monthly Domestic Values,3,2023,Fossil Oil,BE,B06,01/03/2024 11:51,100,0.29923,
Monthly Domestic Values,3,2023,Hydro Pumped Storage,BE,B10,01/03/2024 11:51,100,95.30126,
Monthly Domestic Values,3,2023,Hydro Run-of-river and poundage,BE,B11,01/03/2024 11:51,100,29.0234,
Monthly Domestic Values,3,2023,Nuclear,BE,B14,01/03/2024 11:51,100,2741.04325,
Monthly Domestic Values,3,2023,Other,BE,B20,01/03/2024 11:51,100,591.77905,
Monthly Domestic Values,3,2023,Solar,BE,B16,01/03/2024 11:51,100,470.62571,
