MeasureItem	Month	Year	Category	Country	MeasureItemID	CreationDate	Representativity	ProvidedValue	ProvidedValueCode
Monthly Domestic Values	3	2020	Waste	AT	B17	2024-05-29 12:21:54	100	74.4000000	
Monthly Domestic Values	8	2020	Hydro Run-of-river and poundage	LU	B11	2024-05-29 12:21:54	100	0.6244150	
Monthly Domestic Values	12	2020	Waste	FI	B17	2024-05-29 12:21:54	100	14.1028000	
Monthly Domestic Values	4	2020	Wind Onshore	HR	B19	2024-05-29 12:21:54	100	132.3072000	
Monthly Domestic Values	9	2020	Hydro Run-of-river and poundage	IE	B11	2024-05-29 12:21:54	100	53.5785250	
Monthly Domestic Values	12	2020	Fossil Oil	FR	B06	2024-05-29 12:21:54	100	157.4710000	
Monthly Domestic Values	5	2020	Fossil Gas	GB	B04	2024-05-29 12:21:54	100	5676.1395300	
Monthly Domestic Values	5	2020	Hydro Water Reservoir	HR	B12	2024-05-29 12:21:54	100	153.4836000	
Monthly Domestic Values	4	2020	Solar	RO	B16	2024-05-29 12:21:54	100	168.2304900	
Monthly Domestic Values	12	2020	Biomass	HR	B01	2024-05-29 12:21:54	100	49.8930000	
Monthly Domestic Values	7	2020	Hydro Run-of-river and poundage	MD	B11	2024-05-29 12:21:54	100	39.5770000	
Monthly Domestic Values	8	2020	Waste	HR	B17	2024-05-29 12:21:54	100	1.7950000	
Monthly Domestic Values	9	2020	Waste	NL	B17	2024-05-29 12:21:54	100	243.6278100	
Monthly Domestic Values	7	2020	Fossil Hard coal	MD	B05	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	5	2020	Other renewable	FI	B15	2024-05-29 12:21:54	100	17.1405500	
Monthly Domestic Values	2	2020	Hydro Run-of-river and poundage	BE	B11	2024-05-29 12:21:54	100	21.9378500	
Monthly Domestic Values	5	2020	Wind Onshore	SI	B19	2024-05-29 12:21:54	100	0.4278400	
Monthly Domestic Values	7	2020	Nuclear	CZ	B14	2024-05-29 12:21:54	100	2108.2145200	
Monthly Domestic Values	8	2020	Fossil Oil	IT	B06	2024-05-29 12:21:54	100	102.5280000	
Monthly Domestic Values	9	2020	Fossil Oil	HR	B06	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	9	2020	Fossil Peat	EE	B08	2024-05-29 12:21:54	100	2.0758000	
Monthly Domestic Values	6	2020	Hydro Water Reservoir	BA	B12	2024-05-29 12:21:54	100	243.6946400	
Monthly Domestic Values	8	2020	Solar	FR	B16	2024-05-29 12:21:54	100	1457.9960000	
Monthly Domestic Values	11	2020	Hydro Water Reservoir	PT	B12	2024-05-29 12:21:54	100	402.6309000	
Monthly Domestic Values	9	2020	Other	RS	B20	2024-05-29 12:21:54	100	10.8000000	
Monthly Domestic Values	12	2020	Solar	MD	B16	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	5	2020	Hydro Run-of-river and poundage	GB	B11	2024-05-29 12:21:54	100	220.6565000	
Monthly Domestic Values	6	2020	Wind Onshore	DE	B19	2024-05-29 12:21:54	100	4948.9265850	
Monthly Domestic Values	4	2020	Fossil Brown coal/Lignite	MK	B02	2024-05-29 12:21:54	100	205.9315800	
Monthly Domestic Values	8	2020	Fossil Oil	DE	B06	2024-05-29 12:21:54	100	297.5256275	
Monthly Domestic Values	6	2020	Fossil Oil	PL	B06	2024-05-29 12:21:54	100	110.4323000	
Monthly Domestic Values	4	2020	Hydro Pumped Storage	CH	B10	2024-05-29 12:21:54	100	444.9381800	
Monthly Domestic Values	10	2020	Hydro Pumped Storage	SI	B10	2024-05-29 12:21:54	100	27.2928900	
Monthly Domestic Values	4	2020	Wind Offshore	GB	B18	2024-05-29 12:21:54	100	1678.5431300	
Monthly Domestic Values	10	2020	Geothermal	AT	B09	2024-05-29 12:21:54	100	0.0520800	
Monthly Domestic Values	11	2020	Wind Onshore	FR	B19	2024-05-29 12:21:54	100	3097.4300000	
Monthly Domestic Values	4	2020	Wind Onshore	LT	B19	2024-05-29 12:21:54	100	137.3460500	
Monthly Domestic Values	9	2020	Wind Onshore	NL	B19	2024-05-29 12:21:54	100	291.4669650	
Monthly Domestic Values	10	2020	Biomass	EE	B01	2024-05-29 12:21:54	100	53.5722000	
Monthly Domestic Values	1	2020	Biomass	PT	B01	2024-05-29 12:21:54	100	272.9129000	
Monthly Domestic Values	10	2020	Biomass	CZ	B01	2024-05-29 12:21:54	100	217.5188900	
Monthly Domestic Values	5	2020	Biomass	GB	B01	2024-05-29 12:21:54	100	1622.4865000	
Monthly Domestic Values	7	2020	Waste	NO	B17	2024-05-29 12:21:54	100	41.0777600	
Monthly Domestic Values	10	2020	Fossil Coal-derived gas	ES	B03	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	10	2020	Wind Offshore	GB	B18	2024-05-29 12:21:54	100	2817.2952950	
Monthly Domestic Values	9	2020	Fossil Gas	BE	B04	2024-05-29 12:21:54	100	2002.4485300	
Monthly Domestic Values	7	2020	Hydro Water Reservoir	RS	B12	2024-05-29 12:21:54	100	24.9040000	
Monthly Domestic Values	10	2020	Solar	DE	B16	2024-05-29 12:21:54	100	2162.8669700	
Monthly Domestic Values	4	2020	Biomass	EE	B01	2024-05-29 12:21:54	100	46.6115000	
Monthly Domestic Values	4	2020	Solar	AT	B16	2024-05-29 12:21:54	100	101.5150000	
Monthly Domestic Values	12	2020	Fossil Oil	BE	B06	2024-05-29 12:21:54	100	0.6494200	
Monthly Domestic Values	1	2020	Hydro Pumped Storage	SK	B10	2024-05-29 12:21:54	100	14.2961700	
Monthly Domestic Values	7	2020	Hydro Pumped Storage	SK	B10	2024-05-29 12:21:54	100	14.1591600	
Monthly Domestic Values	6	2020	Nuclear	RO	B14	2024-05-29 12:21:54	100	821.0735400	
Monthly Domestic Values	12	2020	Nuclear	RO	B14	2024-05-29 12:21:54	100	1051.9020300	
Monthly Domestic Values	4	2020	Hydro Water Reservoir	ES	B12	2024-05-29 12:21:54	100	2076.2970000	
Monthly Domestic Values	4	2020	Other renewable	ME	B15	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	6	2020	Hydro Run-of-river and poundage	LT	B11	2024-05-29 12:21:54	100	21.8830800	
Monthly Domestic Values	12	2020	Hydro Run-of-river and poundage	LT	B11	2024-05-29 12:21:54	100	19.3615700	
Monthly Domestic Values	2	2020	Hydro Run-of-river and poundage	LV	B11	2024-05-29 12:21:54	100	354.6680000	
Monthly Domestic Values	5	2020	Hydro Run-of-river and poundage	RO	B11	2024-05-29 12:21:54	100	721.5075700	
Monthly Domestic Values	8	2020	Hydro Run-of-river and poundage	LV	B11	2024-05-29 12:21:54	100	73.5120000	
Monthly Domestic Values	10	2020	Other renewable	ME	B15	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	10	2020	Hydro Water Reservoir	ES	B12	2024-05-29 12:21:54	100	1515.7570000	
Monthly Domestic Values	5	2020	Solar	ES	B16	2024-05-29 12:21:54	100	2254.0610000	
Monthly Domestic Values	11	2020	Solar	ES	B16	2024-05-29 12:21:54	100	904.9080000	
Monthly Domestic Values	1	2020	Fossil Hard coal	BG	B05	2024-05-29 12:21:54	100	41.9470000	
Monthly Domestic Values	1	2020	Fossil Hard coal	IT	B05	2024-05-29 12:21:54	100	1060.7450000	
Monthly Domestic Values	7	2020	Fossil Hard coal	IT	B05	2024-05-29 12:21:54	100	941.2570000	
Monthly Domestic Values	1	2020	Fossil Brown coal/Lignite	SI	B02	2024-05-29 12:21:54	100	296.5402000	
Monthly Domestic Values	10	2020	Fossil Brown coal/Lignite	PL	B02	2024-05-29 12:21:54	100	3008.2912400	
Monthly Domestic Values	9	2020	Fossil Oil	CZ	B06	2024-05-29 12:21:54	100	6.0121500	
Monthly Domestic Values	3	2020	Hydro Pumped Storage	AT	B10	2024-05-29 12:21:54	100	460.4991000	
Monthly Domestic Values	3	2020	Fossil Gas	AT	B04	2024-05-29 12:21:54	100	945.3341000	
Monthly Domestic Values	9	2020	Fossil Peat	ES	B08	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	8	2020	Wind Onshore	LV	B19	2024-05-29 12:21:54	100	4.3360000	
Monthly Domestic Values	11	2020	Other renewable	FI	B15	2024-05-29 12:21:54	100	11.8333800	
Monthly Domestic Values	5	2020	Wind Onshore	CH	B19	2024-05-29 12:21:54	100	9.6127500	
Monthly Domestic Values	11	2020	Wind Onshore	SI	B19	2024-05-29 12:21:54	100	0.7004200	
Monthly Domestic Values	1	2020	Hydro Water Reservoir	DE	B12	2024-05-29 12:21:54	100	64.7360825	
Monthly Domestic Values	7	2020	Biomass	PL	B01	2024-05-29 12:21:54	100	45.8749900	
Monthly Domestic Values	10	2020	Solar	SI	B16	2024-05-29 12:21:54	100	15.5846300	
Monthly Domestic Values	10	2020	Waste	DK	B17	2024-05-29 12:21:54	100	91.6983400	
Monthly Domestic Values	2	2020	Hydro Run-of-river and poundage	SI	B11	2024-05-29 12:21:54	100	204.6222300	
Monthly Domestic Values	7	2020	Fossil Hard coal	DK	B05	2024-05-29 12:21:54	100	235.4546100	
Monthly Domestic Values	9	2020	Fossil Oil	ES	B06	2024-05-29 12:21:54	100	164.8830000	
Monthly Domestic Values	3	2020	Fossil Oil	HR	B06	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	6	2020	Hydro Pumped Storage	CZ	B10	2024-05-29 12:21:54	100	66.9967400	
Monthly Domestic Values	2	2020	Fossil Gas	NO	B04	2024-05-29 12:21:54	100	247.6375800	
Monthly Domestic Values	6	2020	Fossil Gas	NL	B04	2024-05-29 12:21:54	100	4435.4083750	
Monthly Domestic Values	12	2020	Fossil Gas	PL	B04	2024-05-29 12:21:54	100	1370.1269600	
Monthly Domestic Values	5	2020	Solar	LT	B16	2024-05-29 12:21:54	100	9.8815000	
Monthly Domestic Values	11	2020	Geothermal	DE	B09	2024-05-29 12:21:54	100	18.0288150	
Monthly Domestic Values	12	2020	Wind Onshore	DE	B19	2024-05-29 12:21:54	100	9009.9207400	
Monthly Domestic Values	7	2020	Hydro Run-of-river and poundage	FI	B11	2024-05-29 12:21:54	100	1050.8567700	
Monthly Domestic Values	10	2020	Hydro Run-of-river and poundage	RS	B11	2024-05-29 12:21:54	100	859.3980000	
Monthly Domestic Values	5	2020	Hydro Water Reservoir	FR	B12	2024-05-29 12:21:54	100	1594.5680000	
Monthly Domestic Values	4	2020	Other	BE	B20	2024-05-29 12:21:54	100	375.5153000	
Monthly Domestic Values	1	2020	Solar	EE	B16	2024-05-29 12:21:54	100	0.7631000	
Monthly Domestic Values	11	2020	Other	SK	B20	2024-05-29 12:21:54	100	112.6143000	
Monthly Domestic Values	11	2020	Biomass	ES	B01	2024-05-29 12:21:54	100	343.7860000	
Monthly Domestic Values	5	2020	Other	AT	B20	2024-05-29 12:21:54	100	16.3680000	
Monthly Domestic Values	6	2020	Hydro Pumped Storage	RS	B10	2024-05-29 12:21:54	100	42.0560000	
Monthly Domestic Values	5	2020	Fossil Oil	SI	B06	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	10	2020	Hydro Pumped Storage	NO	B10	2024-05-29 12:21:54	100	441.8839300	
Monthly Domestic Values	9	2020	Wind Offshore	DE	B18	2024-05-29 12:21:54	100	1717.8382025	
Monthly Domestic Values	5	2020	Fossil Gas	HU	B04	2024-05-29 12:21:54	100	383.7856825	
Monthly Domestic Values	1	2020	Fossil Peat	EE	B08	2024-05-29 12:21:54	100	2.2417000	
Monthly Domestic Values	3	2020	Wind Onshore	ES	B19	2024-05-29 12:21:54	100	5448.3950000	
Monthly Domestic Values	5	2020	Wind Onshore	BA	B19	2024-05-29 12:21:54	100	17.5621700	
Monthly Domestic Values	10	2020	Wind Onshore	PT	B19	2024-05-29 12:21:54	100	1203.8146000	
Monthly Domestic Values	10	2020	Wind Onshore	CZ	B19	2024-05-29 12:21:54	100	65.8988500	
Monthly Domestic Values	2	2020	Fossil Hard coal	RO	B05	2024-05-29 12:21:54	100	108.0210000	
Monthly Domestic Values	6	2020	Geothermal	ES	B09	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	9	2020	Fossil Hard coal	HU	B05	2024-05-29 12:21:54	100	3.3603600	
Monthly Domestic Values	9	2020	Biomass	FI	B01	2024-05-29 12:21:54	100	444.9699800	
Monthly Domestic Values	12	2020	Biomass	HU	B01	2024-05-29 12:21:54	100	101.8317400	
Monthly Domestic Values	6	2020	Wind Onshore	FI	B19	2024-05-29 12:21:54	100	344.9970000	
Monthly Domestic Values	11	2020	Fossil Gas	RO	B04	2024-05-29 12:21:54	100	1086.3334000	
Monthly Domestic Values	2	2020	Hydro Water Reservoir	ME	B12	2024-05-29 12:21:54	100	120.7301500	
Monthly Domestic Values	10	2020	Hydro Water Reservoir	BG	B12	2024-05-29 12:21:54	100	101.0580000	
Monthly Domestic Values	1	2020	Solar	CH	B16	2024-05-29 12:21:54	100	61.8240700	
Monthly Domestic Values	5	2020	Geothermal	IT	B09	2024-05-29 12:21:54	100	479.5830000	
Monthly Domestic Values	7	2020	Waste	CZ	B17	2024-05-29 12:21:54	100	12.0961100	
Monthly Domestic Values	4	2020	Fossil Brown coal/Lignite	ME	B02	2024-05-29 12:21:54	100	13.8207400	
Monthly Domestic Values	6	2020	Fossil Brown coal/Lignite	ES	B02	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	10	2020	Fossil Brown coal/Lignite	CZ	B02	2024-05-29 12:21:54	100	2432.8093600	
Monthly Domestic Values	9	2020	Fossil Brown coal/Lignite	BA	B02	2024-05-29 12:21:54	100	155.8651600	
Monthly Domestic Values	9	2020	Nuclear	CH	B14	2024-05-29 12:21:54	100	2103.9307000	
Monthly Domestic Values	12	2020	Hydro Pumped Storage	IT	B10	2024-05-29 12:21:54	100	337.9870000	
Monthly Domestic Values	7	2020	Solar	CZ	B16	2024-05-29 12:21:54	100	282.7618300	
Monthly Domestic Values	5	2020	Other	IT	B20	2024-05-29 12:21:54	100	1439.2670000	
Monthly Domestic Values	1	2020	Biomass	HU	B01	2024-05-29 12:21:54	100	90.1419100	
Monthly Domestic Values	6	2020	Waste	FI	B17	2024-05-29 12:21:54	100	19.4902800	
Monthly Domestic Values	3	2020	Hydro Run-of-river and poundage	IE	B11	2024-05-29 12:21:54	100	118.0677850	
Monthly Domestic Values	4	2020	Wind Onshore	PL	B19	2024-05-29 12:21:54	100	1204.9613200	
Monthly Domestic Values	6	2020	Nuclear	NL	B14	2024-05-29 12:21:54	100	157.2659750	
Monthly Domestic Values	11	2020	Hydro Water Reservoir	MK	B12	2024-05-29 12:21:54	100	22.1003800	
Monthly Domestic Values	4	2020	Other	CZ	B20	2024-05-29 12:21:54	100	74.2204800	
Monthly Domestic Values	5	2020	Biomass	NL	B01	2024-05-29 12:21:54	100	6.5800200	
Monthly Domestic Values	2	2020	Fossil Hard coal	NL	B05	2024-05-29 12:21:54	100	952.7768750	
Monthly Domestic Values	3	2020	Fossil Hard coal	PL	B05	2024-05-29 12:21:54	100	6441.0081600	
Monthly Domestic Values	5	2020	Fossil Oil	CY	B06	2024-05-29 12:21:54	100	269.5310800	
Monthly Domestic Values	1	2020	Hydro Pumped Storage	PL	B10	2024-05-29 12:21:54	100	103.0367400	
Monthly Domestic Values	10	2020	Nuclear	HU	B14	2024-05-29 12:21:54	100	1426.9665400	
Monthly Domestic Values	7	2020	Nuclear	ES	B14	2024-05-29 12:21:54	100	5172.1520000	
Monthly Domestic Values	2	2020	Nuclear	GB	B14	2024-05-29 12:21:54	100	3917.1475000	
Monthly Domestic Values	9	2020	Fossil Gas	AT	B04	2024-05-29 12:21:54	100	396.1533000	
Monthly Domestic Values	4	2020	Wind Onshore	BE	B19	2024-05-29 12:21:54	100	227.8524400	
Monthly Domestic Values	10	2020	Other renewable	AT	B15	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	10	2020	Wind Onshore	IE	B19	2024-05-29 12:21:54	100	1002.3865950	
Monthly Domestic Values	7	2020	Wind Onshore	DK	B19	2024-05-29 12:21:54	100	835.4296100	
Monthly Domestic Values	2	2020	Hydro Run-of-river and poundage	RS	B11	2024-05-29 12:21:54	100	712.1150000	
Monthly Domestic Values	6	2020	Other	DE	B20	2024-05-29 12:21:54	100	194.7240125	
Monthly Domestic Values	9	2020	Fossil Peat	FI	B08	2024-05-29 12:21:54	100	173.8836100	
Monthly Domestic Values	3	2020	Biomass	SI	B01	2024-05-29 12:21:54	100	8.5761000	
Monthly Domestic Values	4	2020	Waste	DK	B17	2024-05-29 12:21:54	100	104.4325500	
Monthly Domestic Values	11	2020	Geothermal	HU	B09	2024-05-29 12:21:54	100	0.2086300	
Monthly Domestic Values	5	2020	Hydro Run-of-river and poundage	PL	B11	2024-05-29 12:21:54	100	101.9933300	
Monthly Domestic Values	6	2020	Fossil Brown coal/Lignite	HU	B02	2024-05-29 12:21:54	100	222.7164900	
Monthly Domestic Values	9	2020	Fossil Brown coal/Lignite	SI	B02	2024-05-29 12:21:54	100	348.3875900	
Monthly Domestic Values	12	2020	Wind Offshore	BE	B18	2024-05-29 12:21:54	100	813.6175600	
Monthly Domestic Values	2	2020	Hydro Water Reservoir	MK	B12	2024-05-29 12:21:54	100	43.5335000	
Monthly Domestic Values	3	2020	Biomass	SK	B01	2024-05-29 12:21:54	100	70.7764000	
Monthly Domestic Values	11	2020	Solar	LT	B16	2024-05-29 12:21:54	100	1.4724800	
Monthly Domestic Values	9	2020	Fossil Hard coal	FI	B05	2024-05-29 12:21:54	100	147.6853100	
Monthly Domestic Values	11	2020	Fossil Hard coal	DE	B05	2024-05-29 12:21:54	100	4970.8117900	
Monthly Domestic Values	5	2020	Hydro Run-of-river and poundage	AT	B11	2024-05-29 12:21:54	100	2808.6137000	
Monthly Domestic Values	10	2020	Hydro Pumped Storage	BE	B10	2024-05-29 12:21:54	100	85.8154000	
Monthly Domestic Values	10	2020	Hydro Pumped Storage	CH	B10	2024-05-29 12:21:54	100	599.0955100	
Monthly Domestic Values	8	2020	Fossil Gas	RS	B04	2024-05-29 12:21:54	100	1.4880000	
Monthly Domestic Values	1	2020	Other	PT	B20	2024-05-29 12:21:54	100	22.2678000	
Monthly Domestic Values	5	2020	Other	HU	B20	2024-05-29 12:21:54	100	48.7000200	
Monthly Domestic Values	7	2020	Other	PT	B20	2024-05-29 12:21:54	100	20.5643000	
Monthly Domestic Values	9	2020	Other renewable	HU	B15	2024-05-29 12:21:54	100	9.5795200	
Monthly Domestic Values	5	2020	Wind Onshore	AT	B19	2024-05-29 12:21:54	100	719.3980000	
Monthly Domestic Values	3	2020	Wind Onshore	NL	B19	2024-05-29 12:21:54	100	569.5382450	
Monthly Domestic Values	10	2020	Wind Onshore	LT	B19	2024-05-29 12:21:54	100	124.5377600	
Monthly Domestic Values	4	2020	Biomass	CZ	B01	2024-05-29 12:21:54	100	185.8821200	
Monthly Domestic Values	4	2020	Fossil Coal-derived gas	ES	B03	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	8	2020	Waste	BG	B17	2024-05-29 12:21:54	100	2.4080000	
Monthly Domestic Values	10	2020	Hydro Run-of-river and poundage	SK	B11	2024-05-29 12:21:54	100	441.4975000	
Monthly Domestic Values	10	2020	Hydro Run-of-river and poundage	BG	B11	2024-05-29 12:21:54	100	58.1580000	
Monthly Domestic Values	4	2020	Geothermal	AT	B09	2024-05-29 12:21:54	100	0.0504000	
Monthly Domestic Values	6	2020	Fossil Oil	BE	B06	2024-05-29 12:21:54	100	0.0642100	
Monthly Domestic Values	8	2020	Fossil Oil	GB	B06	2024-05-29 12:21:54	100	1.2772200	
Monthly Domestic Values	11	2020	Hydro Pumped Storage	AT	B10	2024-05-29 12:21:54	100	477.5982000	
Monthly Domestic Values	4	2020	Biomass	RS	B01	2024-05-29 12:21:54	100	14.4000000	
Monthly Domestic Values	10	2020	Biomass	RS	B01	2024-05-29 12:21:54	100	14.8850000	
Monthly Domestic Values	5	2020	Hydro Run-of-river and poundage	IT	B11	2024-05-29 12:21:54	100	4345.1890000	
Monthly Domestic Values	2	2020	Wind Onshore	HU	B19	2024-05-29 12:21:54	100	103.4200175	
Monthly Domestic Values	8	2020	Wind Onshore	HU	B19	2024-05-29 12:21:54	100	33.2080875	
Monthly Domestic Values	8	2020	Wind Onshore	IT	B19	2024-05-29 12:21:54	100	1209.6810000	
Monthly Domestic Values	5	2020	Hydro Run-of-river and poundage	HU	B11	2024-05-29 12:21:54	100	11.0129250	
Monthly Domestic Values	6	2020	Fossil Oil	FR	B06	2024-05-29 12:21:54	100	113.2980000	
Monthly Domestic Values	3	2020	Fossil Gas	MD	B04	2024-05-29 12:21:54	100	409.2540000	
Monthly Domestic Values	6	2020	Fossil Gas	ES	B04	2024-05-29 12:21:54	100	5357.6290000	
Monthly Domestic Values	5	2020	Other	LV	B20	2024-05-29 12:21:54	100	48.9750000	
Monthly Domestic Values	9	2020	Biomass	MD	B01	2024-05-29 12:21:54	100	1.1320000	
Monthly Domestic Values	10	2020	Solar	RO	B16	2024-05-29 12:21:54	100	87.4810800	
Monthly Domestic Values	1	2020	Wind Onshore	IE	B19	2024-05-29 12:21:54	100	1116.9265600	
Monthly Domestic Values	8	2020	Hydro Run-of-river and poundage	BE	B11	2024-05-29 12:21:54	100	1.5567000	
Monthly Domestic Values	3	2020	Hydro Water Reservoir	LU	B12	2024-05-29 12:21:54	100	3.9719275	
Monthly Domestic Values	12	2020	Biomass	SI	B01	2024-05-29 12:21:54	100	9.3771600	
Monthly Domestic Values	2	2020	Waste	HR	B17	2024-05-29 12:21:54	100	1.7950000	
Monthly Domestic Values	8	2020	Marine	ES	B13	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	11	2020	Hydro Run-of-river and poundage	PL	B11	2024-05-29 12:21:54	100	132.9354000	
Monthly Domestic Values	10	2020	Wind Onshore	BE	B19	2024-05-29 12:21:54	100	493.0429600	
Monthly Domestic Values	7	2020	Hydro Pumped Storage	BG	B10	2024-05-29 12:21:54	100	14.4520000	
Monthly Domestic Values	9	2020	Hydro Pumped Storage	PL	B10	2024-05-29 12:21:54	100	64.6786700	
Monthly Domestic Values	6	2020	Wind Offshore	BE	B18	2024-05-29 12:21:54	100	346.9418200	
Monthly Domestic Values	3	2020	Fossil Gas	MK	B04	2024-05-29 12:21:54	100	0.0000600	
Monthly Domestic Values	8	2020	Fossil Gas	CZ	B04	2024-05-29 12:21:54	100	435.8962600	
Monthly Domestic Values	6	2020	Solar	MD	B16	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	5	2020	Fossil Hard coal	BA	B05	2024-05-29 12:21:54	100	621.1885900	
Monthly Domestic Values	5	2020	Solar	HU	B16	2024-05-29 12:21:54	100	176.7661125	
Monthly Domestic Values	8	2020	Biomass	AT	B01	2024-05-29 12:21:54	100	138.0460000	
Monthly Domestic Values	5	2020	Fossil Hard coal	DE	B05	2024-05-29 12:21:54	100	1584.1568825	
Monthly Domestic Values	7	2020	Fossil Hard coal	GB	B05	2024-05-29 12:21:54	100	12.3090350	
Monthly Domestic Values	11	2020	Waste	LT	B17	2024-05-29 12:21:54	100	12.9167700	
Monthly Domestic Values	1	2020	Biomass	LV	B01	2024-05-29 12:21:54	100	54.3660000	
Monthly Domestic Values	9	2020	Fossil Oil	MD	B06	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	3	2020	Wind Offshore	DK	B18	2024-05-29 12:21:54	100	590.6036900	
Monthly Domestic Values	12	2020	Fossil Gas	SI	B04	2024-05-29 12:21:54	100	56.4621700	
Monthly Domestic Values	2	2020	Hydro Water Reservoir	NO	B12	2024-05-29 12:21:54	100	10949.9271100	
Monthly Domestic Values	11	2020	Solar	IT	B16	2024-05-29 12:21:54	100	900.2780000	
Monthly Domestic Values	7	2020	Other	EE	B20	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	2	2020	Other renewable	CZ	B15	2024-05-29 12:21:54	100	192.3783900	
Monthly Domestic Values	9	2020	Other renewable	EE	B15	2024-05-29 12:21:54	100	3.5921000	
Monthly Domestic Values	4	2020	Waste	HU	B17	2024-05-29 12:21:54	100	13.5130575	
Monthly Domestic Values	4	2020	Fossil Coal-derived gas	CZ	B03	2024-05-29 12:21:54	100	153.0723300	
Monthly Domestic Values	12	2020	Other renewable	HU	B15	2024-05-29 12:21:54	100	10.7684850	
Monthly Domestic Values	4	2020	Wind Onshore	CZ	B19	2024-05-29 12:21:54	100	47.2414500	
Monthly Domestic Values	11	2020	Biomass	LU	B01	2024-05-29 12:21:54	100	24.3530900	
Monthly Domestic Values	3	2020	Biomass	FR	B01	2024-05-29 12:21:54	100	242.6240000	
Monthly Domestic Values	10	2020	Solar	PL	B16	2024-05-29 12:21:54	100	159.3850200	
Monthly Domestic Values	5	2020	Waste	BG	B17	2024-05-29 12:21:54	100	3.0610000	
Monthly Domestic Values	2	2020	Fossil Hard coal	SK	B05	2024-05-29 12:21:54	100	31.4320000	
Monthly Domestic Values	8	2020	Hydro Run-of-river and poundage	NL	B11	2024-05-29 12:21:54	100	0.0000000	
Monthly Domestic Values	10	2020	Fossil Brown coal/Lignite	ME	B02	2024-05-29 12:21:54	100	153.3886900	
